Numero_Candidato,Nome_Completo,Votos,Situacao
45,RAIMUNDO NONATO DE OLIVEIRA,38481,ELEITO
55111,RAIMUNDO NONATO DE MIRANDA VITÓRIO,13,SUPLENTE
11012,RAIMUNDO NONATO DE AZEVEDO,9,NÃO ELEITO
11111,RAIMUNDO NONATO DE AMORIM FILHO,84,NÃO ELEITO
55321,RAIMUNDO NONATO DA SILVA SANTOS,22,NÃO ELEITO
19222,RAIMUNDO NONATO DA SILVA OLIVEIRA,79,SUPLENTE
15678,RAIMUNDO NONATO DA SILVA MENESES,352,ELEITO POR MÉDIA
55777,RAIMUNDO NONATO DA SILVA JUNIOR,20,SUPLENTE
50600,RAIMUNDO NONATO DA SILVA DIAS,4,NÃO ELEITO
55000,RAIMUNDO NONATO DA SILVA,369,SUPLENTE
40400,RAIMUNDO NONATO DA CONCEIÇÃO,77,SUPLENTE
10555,RAIMUNDO NONATO CRUZ DA SILVA,164,SUPLENTE
45111,RAIMUNDO NONATO COSTA MORAES,374,SUPLENTE
65431,RAIMUNDO NONATO COSTA DA COSTA,18,SUPLENTE
51333,RAIMUNDO NONATO CORREA,17,NÃO ELEITO
20222,RAIMUNDO NONATO CONCEICAO AZEVEDO,190,SUPLENTE
22456,RAIMUNDO NONATO COLELHO SALES,85,SUPLENTE
19999,RAIMUNDO NONATO COELHO DE ALMEIDA,28,NÃO ELEITO
19222,RAIMUNDO NONATO CARVALHO SALES,16,NÃO ELEITO
15500,RAIMUNDO NONATO CAPISTRANO DE CASTRO,18,SUPLENTE
10150,RAIMUNDO NONATO BULCÃO DO NASCIMENTO,155,SUPLENTE
22987,RAIMUNDO NONATO AMORIM DA SILVA,7,SUPLENTE
11170,RAIMUNDO NONATO ALVES VENANCIO,2,SUPLENTE
45678,RAIMUNDO NONATO ALVES DOS SANTOS,192,SUPLENTE
77,RAIMUNDO NONATO ALENCAR MACHADO,6121,ELEITO
15015,RAIMUNDO NASCIMENTO ROCHA,328,SUPLENTE
25000,RAIMUNDO MOURA AMORIM,143,SUPLENTE
15999,RAIMUNDO MORAES FRANCO,29,SUPLENTE
13221,RAIMUNDO MODESTO DO NASCIMENTO,31,NÃO ELEITO
33444,RAIMUNDO MILTON GAIA AMARAL,91,SUPLENTE
22000,RAIMUNDO MIGUEL MARTINS DA SILVA,501,ELEITO POR QP
12789,RAIMUNDO MIGUEL DIAS DOS SANTOS,26,SUPLENTE
19234,RAIMUNDO MICHAEL OLIVEIRA CHIDA,110,SUPLENTE
19015,RAIMUNDO MENEZES DOS SANTOS,169,NÃO ELEITO
55123,RAIMUNDO MENDES LIMA,379,ELEITO POR QP
70777,RAIMUNDO MARTINS PANTOJA,179,SUPLENTE
22,RAIMUNDO MARQUES DE AZEVEDO,7775,NÃO ELEITO
40007,RAIMUNDO MARINALDO GUILHERME RODRIGUES,131,NÃO ELEITO
15315,RAIMUNDO MARIA CAMPOS MARTINS,381,SUPLENTE
50100,RAIMUNDO MARCIO PINTO DE JESUS,236,NÃO ELEITO
25555,RAIMUNDO MANIVA CARVALHO FILHO,12,SUPLENTE
14255,RAIMUNDO MAGALHÃES DE SOUSA,57,SUPLENTE
10222,RAIMUNDO MACEDO DA SILVA FILHO,62,NÃO ELEITO
43181,RAIMUNDO LUZENILDO FERREIRA RAMOS,183,SUPLENTE
23190,RAIMUNDO LUZ BRITO,213,SUPLENTE
28111,RAIMUNDO LUIS LOPES CUNHA,38,SUPLENTE
15700,RAIMUNDO LUIS DE LIMA DANTAS NETO,93,SUPLENTE
77556,RAIMUNDO LOPES,27,NÃO ELEITO
19123,RAIMUNDO LIMA DE SOUSA,297,NÃO ELEITO
20444,RAIMUNDO LIMA DA CRUZ,16,SUPLENTE
13123,RAIMUNDO LEONILDO DA MOTA TEMBÉ,85,NÃO ELEITO
10555,RAIMUNDO LEONARDO ROCHA DO NASCIMENTO,84,NÃO ELEITO
45333,RAIMUNDO LEANDRO FERREIRA DA SILVA,74,SUPLENTE
55777,RAIMUNDO KENEDY LIMA DOS REIS,48,NÃO ELEITO
90555,RAIMUNDO JUNIOR QUARESMA LOPES,40,SUPLENTE
55165,RAIMUNDO JULIO BATISTA PEREIRA,4,SUPLENTE
35035,RAIMUNDO JOSÉ SIQUEIRA FERREIRA,3,NÃO ELEITO
20000,RAIMUNDO JOSÉ PINHEIRO,226,SUPLENTE
45555,RAIMUNDO JOSÉ ALMEIDA DE OLIVEIRA,137,SUPLENTE
22777,RAIMUNDO JOSE SANTANA ABDON,52,SUPLENTE
14888,RAIMUNDO JOSE CAXIAS SILVA,181,SUPLENTE
22567,RAIMUNDO JORGE LOPES RAMOS,32,SUPLENTE
15123,RAIMUNDO JORGE FEIO DA CONCEIÇÃO,81,SUPLENTE
12123,RAIMUNDO JORGE DE LIMA CORREA,143,SUPLENTE
22022,RAIMUNDO JOCILDO PAIHUN,81,SUPLENTE
10789,RAIMUNDO JESUY CARDOSO PEREIRA,13,SUPLENTE
10011,RAIMUNDO JANUARIO DEL CASTILO RAIOL,16,NÃO ELEITO
12112,RAIMUNDO JANILDON SANTOS DA COSTA,123,NÃO ELEITO
55456,RAIMUNDO JAIRSON COSTA DE SOUZA,232,SUPLENTE
25013,RAIMUNDO HERCULANO DE SOUSA,53,SUPLENTE
43043,RAIMUNDO GONÇALVES DINIZ,160,SUPLENTE
11120,RAIMUNDO GOMES PEREIRA,2,SUPLENTE
65444,RAIMUNDO GOMES FREITAS BARBOSA,30,SUPLENTE
10777,RAIMUNDO GOMES,41,NÃO ELEITO
40100,RAIMUNDO GEORGENIO PEREIRA DE OLIVEIRA,360,ELEITO POR QP
14345,RAIMUNDO GALDINO DOS SANTOS RODRIGUES,113,SUPLENTE
55055,RAIMUNDO FREITAS PEREIRA,236,SUPLENTE
17567,RAIMUNDO FREDSON PINHEIRO BARBOSA,12,NÃO ELEITO
45145,RAIMUNDO FRANCISCO SOARES,153,SUPLENTE
36789,RAIMUNDO FRANCISCO ADRIANO FILHO,3,SUPLENTE
70111,RAIMUNDO FRANCIMAR MARQUES DE SOUZA,18,SUPLENTE
23623,RAIMUNDO FILHO PEREIRA DE SOUSA,37,NÃO ELEITO
20420,RAIMUNDO FILHO ALVES DA SILVA,33,SUPLENTE
13110,RAIMUNDO FERREIRA LOPES,310,SUPLENTE
45555,RAIMUNDO FERREIRA LIMA,115,SUPLENTE
20111,RAIMUNDO FERREIRA DE SOUZA,208,SUPLENTE
45123,RAIMUNDO FERREIRA DE JESUS,346,SUPLENTE
70011,RAIMUNDO FERNANDES DOS SANTOS,6,SUPLENTE
11233,RAIMUNDO FELEOL CARDOSO,1240,ELEITO POR MÉDIA
25555,RAIMUNDO FEITOSA PINHO DE SOUSA E SILVA,283,ELEITO POR MÉDIA
45,RAIMUNDO FARO BITENCOURT,2084,NÃO ELEITO
20120,RAIMUNDO FARIAS LEITÃO,181,NÃO ELEITO
19330,RAIMUNDO FABRÍCIO PEREIRA DOS REIS,40,SUPLENTE
12222,RAIMUNDO ETEVALDO DA COSTA LIRA,340,SUPLENTE
19015,RAIMUNDO ESTUMANO DA SILVA,67,SUPLENTE
20456,RAIMUNDO ENNIS REIS DE SOUSA,498,ELEITO POR MÉDIA
36018,RAIMUNDO ELSO NASCIMENTO MONTEIRO,14,NÃO ELEITO
22030,RAIMUNDO ELIZEU SILVA DO NASCIMENTO,11,SUPLENTE
13,RAIMUNDO ELIZEU DA SILVA REIS,1717,NÃO ELEITO
14034,RAIMUNDO ELINELSO BATISTA PIMENTEL,58,NÃO ELEITO
43321,RAIMUNDO ELIELSON SOUSA NUNES,70,SUPLENTE
11555,RAIMUNDO ELDERLAN FERNANDES DA SILVA,431,SUPLENTE
15555,RAIMUNDO EDUARDO MAXIMO DE MORAIS,64,SUPLENTE
12999,RAIMUNDO EDSON LIRA DE AGUIAR,607,SUPLENTE
15000,RAIMUNDO EDSON DUARTE MALCHER,1437,ELEITO POR QP
20111,RAIMUNDO EDISON DOS SANTOS RIBEIRO,109,SUPLENTE
10192,RAIMUNDO EDIMAR OLIVEIRA BORCEM,224,SUPLENTE
25345,RAIMUNDO EDIL ALMEIDA BARBOSA,51,SUPLENTE
22123,RAIMUNDO EDERVANHE IZIDORO FELIX,469,ELEITO POR QP
23121,RAIMUNDO DOS SANTOS TRAVASSOS,60,SUPLENTE
12012,RAIMUNDO DOS SANTOS SOUZA,30,SUPLENTE
20999,RAIMUNDO DOS SANTOS SARMENTO,285,SUPLENTE
25678,RAIMUNDO DOS SANTOS PEREIRA DA SILVA,212,SUPLENTE
22023,RAIMUNDO DOS REIS RIBEIRO FILHO,30,SUPLENTE
15333,RAIMUNDO DOS REIS,63,SUPLENTE
55234,RAIMUNDO DOS ANJOS SÁ,163,SUPLENTE
45680,RAIMUNDO DONATO MONTEIRO DE MELO,540,ELEITO POR MÉDIA
43333,RAIMUNDO DO SOCORRO LAMEIRA DA SILVA,626,SUPLENTE
27999,RAIMUNDO DO NASCIMENTO SOUSA,60,NÃO ELEITO
12222,RAIMUNDO DO NASCIMENTO,56,SUPLENTE
28000,RAIMUNDO DJALMA DOS SANTOS GONÇALVES,11,NÃO ELEITO
15222,RAIMUNDO DINIZ MAIA,119,SUPLENTE
13,RAIMUNDO DILSON RODRIGUES TRINDADE,272,NÃO ELEITO
45222,RAIMUNDO DILSON BEZERRA DA SILVA,32,SUPLENTE
22111,RAIMUNDO DIAS DOS SANTOS,172,SUPLENTE
13888,RAIMUNDO DIAS DE SOUSA,38,NÃO ELEITO
25124,RAIMUNDO DIAS DA SILVA,315,ELEITO POR QP
12333,RAIMUNDO DEUZIMAR PINTO DE AQUINO,183,SUPLENTE
10053,RAIMUNDO DEOCLECIANO CARVALHO DA SILVA,50,SUPLENTE
28888,RAIMUNDO DE SOUZA PENA,40,NÃO ELEITO
45145,RAIMUNDO DE OLIVEIRA MORAES,181,SUPLENTE
13456,RAIMUNDO DE OLIVEIRA DA SILVA,403,ELEITO POR MÉDIA
55789,RAIMUNDO DE MATOS FILHO,288,SUPLENTE
45666,RAIMUNDO DE JESUS FERREIRA,129,SUPLENTE
12567,RAIMUNDO DE JESUS FAZZI PUREZA,328,SUPLENTE
33111,RAIMUNDO DE JESUS ALVES DOS REIS,7,SUPLENTE
17123,RAIMUNDO DE DEUS LIMA MONTEIRO,1,NÃO ELEITO
22888,RAIMUNDO DE CASTRO FERNANDES,491,SUPLENTE
13356,RAIMUNDO DE CASTRO CONCEICAO,222,SUPLENTE
14145,RAIMUNDO DE ASSIS DIAS PINHEIRO,34,NÃO ELEITO
40111,RAIMUNDO DE ARAUJO SOARES,196,SUPLENTE
15020,RAIMUNDO DE ARAUJO,28,SUPLENTE
20555,RAIMUNDO DAS CHAGAS ALMEIDA,936,ELEITO POR QP
50555,RAIMUNDO DA VERA CRUZ DINIZ FARIAS,8,NÃO ELEITO
55444,RAIMUNDO DA TRINDADE OLIVEIRA,52,SUPLENTE
11762,RAIMUNDO DA SILVA MOREIRA,30,SUPLENTE
25112,RAIMUNDO DA SILVA LISBOA,146,SUPLENTE
27555,RAIMUNDO DA SILVA CUNHA,44,NÃO ELEITO
40789,RAIMUNDO DA SILVA CARDOSO,123,SUPLENTE
10456,RAIMUNDO DA SILVA AMORIM,385,ELEITO POR MÉDIA
51000,RAIMUNDO DA SILVA ALVES,1,NÃO ELEITO
15123,RAIMUNDO DA FONSECA MAIA,94,SUPLENTE
45123,RAIMUNDO DA COSTA MACHADO,257,SUPLENTE
90180,RAIMUNDO DA CONCEIÇÃO SANTOS,60,SUPLENTE
55111,RAIMUNDO DA CONCEIÇÃO NAHUM,943,ELEITO POR MÉDIA
55333,RAIMUNDO CRISTO DE SOUZA,68,SUPLENTE
11777,RAIMUNDO CRISTIANO DANTAS VIDAL,67,NÃO ELEITO
13000,RAIMUNDO CORREA PEREIRA,14,SUPLENTE
10235,RAIMUNDO CORREA CAMPOS,5,NÃO ELEITO
19787,RAIMUNDO CORDEIRO DA SILVA FILHO,163,SUPLENTE
22888,RAIMUNDO CORADO DE SOUSA,141,SUPLENTE
12456,RAIMUNDO COIMBRA DA FONSECA,247,SUPLENTE
20159,RAIMUNDO COELHO DE ARAUJO,488,ELEITO POR MÉDIA
22000,RAIMUNDO CLOVIS BEZERRA DA SILVA,428,ELEITO POR QP
18123,RAIMUNDO CLORISVALDO DOS SANTOS BASTOS,163,SUPLENTE
90555,RAIMUNDO CLAUDIO DOS SANTOS REIS,103,NÃO ELEITO
45666,RAIMUNDO CIRILO DA SILVA MOTTA,67,SUPLENTE
12355,RAIMUNDO CHARLES LOPES DE MELO,3,SUPLENTE
20777,RAIMUNDO CELSO AMORIM AIRES,337,SUPLENTE
13333,RAIMUNDO CELIO BRAGA,255,SUPLENTE
15002,RAIMUNDO CASTRO MOTA,418,SUPLENTE
10000,RAIMUNDO CARVALHO LOPES,246,SUPLENTE
14324,RAIMUNDO CARLOS PARAENSE NASCIMENTO,23,SUPLENTE
45000,RAIMUNDO CARLOS ARAÚJO DIAS,14,SUPLENTE
55600,RAIMUNDO CARDOSO DA SILVA NETO,36,SUPLENTE
13222,RAIMUNDO CARDOSO DA SILVA,19,NÃO ELEITO
90235,RAIMUNDO CAMILO OLIVEIRA SANTO,6,NÃO ELEITO
11456,RAIMUNDO BRITO RABELO,256,ELEITO POR QP
14100,RAIMUNDO BRAGA DOS SANTOS JUNIOR,151,SUPLENTE
51777,RAIMUNDO BEZERRA DA SILVA,57,NÃO ELEITO
15789,RAIMUNDO BENEDITO SOARES LISBOA,92,SUPLENTE
25180,RAIMUNDO BENEDITO MENDES,13,NÃO ELEITO
90012,RAIMUNDO BENEDITO DE SOUZA,148,SUPLENTE
20345,RAIMUNDO BENEDITO BARBOSA,638,ELEITO POR MÉDIA
20,RAIMUNDO BATISTA SANTIAGO,3103,NÃO ELEITO
15678,RAIMUNDO AZEVEDO GOMES,95,SUPLENTE
19192,RAIMUNDO AYRES SOUZA DA SILVA,61,SUPLENTE
23789,RAIMUNDO AURENILSON DA SILVA MOURA,294,ELEITO POR MÉDIA
40789,RAIMUNDO AUGUSTO RAMOS DA SILVA,130,SUPLENTE
12,RAIMUNDO AUGUSTO NUNES DA SILVA,219,NÃO ELEITO
70153,RAIMUNDO AUGUSTO DA SILVA ALCANTARA,37,SUPLENTE
10555,RAIMUNDO AUGUSTO CRUZ DA SILVA,16,SUPLENTE
12444,RAIMUNDO ASSUNÇÃO LIMA,309,SUPLENTE
22777,RAIMUNDO ANTONIO DA SILVA,272,SUPLENTE
13002,RAIMUNDO ANACLETO DAS GRAÇAS CHAVES DE SOUZA,59,SUPLENTE
45777,RAIMUNDO AMÂNCIO DA SILVA,173,SUPLENTE
45222,RAIMUNDO ALVES PEREIRA,480,SUPLENTE
12123,RAIMUNDO ALVES DOS SANTOS NETO,8,SUPLENTE
10222,RAIMUNDO ALVES DA CONCEICAO FILHO,130,SUPLENTE
17111,RAIMUNDO ALVES BARBOSA,21,NÃO ELEITO
19777,RAIMUNDO ALMEIDA NUNES,124,SUPLENTE
27136,RAIMUNDO ALMEIDA DA CONCEIÇÃO,24,NÃO ELEITO
15000,RAIMUNDO ALENCAR JUNIOR,999,ELEITO POR QP
51000,RAIMUNDO ALDEMAR CAMPOS CARMONA,3,NÃO ELEITO
25333,RAIMUNDO ALCI RIBEIRO DO NASCIMENTO,532,ELEITO POR MÉDIA
22369,RAIMUNDO ALBERTO ALVES BEZERRA,48,SUPLENTE
14999,RAIMUNDO ADALTO SOARES FERREIRA,48,SUPLENTE
45111,RAIMUNDO ABDORAL GASPAR MESQUITA,11,SUPLENTE
13000,RAIMUNDO ABDIAS DE JESUS QUEIROZ,11,SUPLENTE
13456,RAIMUNDA XAVIER LOPES,14,NÃO ELEITO
55999,RAIMUNDA VIEIRA DELGADO,1,SUPLENTE
18200,RAIMUNDA SUELI ALMEIDA SARAIVA,36,NÃO ELEITO
15130,RAIMUNDA SOUZA DOS SANTOS,256,SUPLENTE
12888,RAIMUNDA SILVA MATIAS,82,SUPLENTE
19321,RAIMUNDA SANTIAGO BARBOSA,21,NÃO ELEITO
23010,RAIMUNDA SAGICA DE FARIAS,103,NÃO ELEITO
15888,RAIMUNDA RODRIGUES PASTANA,988,ELEITO POR MÉDIA
35111,RAIMUNDA RISONETE MENEZES LOUZADA,94,NÃO ELEITO
14700,RAIMUNDA RIBEIRO PEREIRA,78,NÃO ELEITO
65888,RAIMUNDA PEDRADO DA SILVA,10,NÃO ELEITO
15999,RAIMUNDA PALHETA DE OLIVEIRA,16,SUPLENTE
15811,RAIMUNDA OLIVIA AMADOR SILVA,20,SUPLENTE
55444,RAIMUNDA NONATA TAVARES DA COSTA,28,SUPLENTE
45555,RAIMUNDA NONATA SODRÉ DE SOUZA,54,SUPLENTE
15777,RAIMUNDA NONATA ROCHA TEIXEIRA,978,ELEITO POR QP
45333,RAIMUNDA NONATA PEREIRA DOS SANTOS,118,SUPLENTE
10888,RAIMUNDA NONATA DE SÁ SILVA,243,SUPLENTE
65888,RAIMUNDA NONATA DE FREITAS SILVA,18,SUPLENTE
22789,RAIMUNDA NONATA DE ALMEIDA,43,SUPLENTE
19444,RAIMUNDA NONATA DAS GRACAS MUNIZ,25,SUPLENTE
12222,RAIMUNDA NONATA DA SILVA ALENCAR,46,SUPLENTE
11113,RAIMUNDA NEVES SILVA,39,NÃO ELEITO
13000,RAIMUNDA NETA BARBOSA GIL,130,SUPLENTE
15456,RAIMUNDA NASCIMENTO RODRIGUES,409,ELEITO POR QP
25110,RAIMUNDA MARINA DE SOUSA SOUSA,102,SUPLENTE
51123,RAIMUNDA MARIA RODRIGUES GOMES,8,NÃO ELEITO
15456,RAIMUNDA MARIA RODRIGUES DE ALENCAR,45,SUPLENTE
50130,RAIMUNDA MARIA MELO DE SOUZA,28,SUPLENTE
20999,RAIMUNDA MAGALHAES DE OLIVEIRA,11,SUPLENTE
12450,RAIMUNDA LUZIMARY PINHEIRO DA ROCHA,4,SUPLENTE
43431,RAIMUNDA LUZIA DA SILVA SANTOS,9,SUPLENTE
10000,RAIMUNDA LUCILENE TEIXEIRA DE SOUSA,41,NÃO ELEITO
15444,RAIMUNDA LIMA DA CRUZ,32,SUPLENTE
13777,RAIMUNDA JANETE PINHEIRO DOS SANTOS,21,SUPLENTE
22123,RAIMUNDA IRACY BENTES LOPES,438,SUPLENTE
12777,RAIMUNDA GRACINETE SOUSA OLIVEIRA,9,NÃO ELEITO
55222,RAIMUNDA GOMES DA SILVA,19,SUPLENTE
23555,RAIMUNDA FRANCISCA MOREIRA,97,SUPLENTE
10220,RAIMUNDA FERREIRA DA COSTA,4,SUPLENTE
15567,RAIMUNDA FARIAS PANTOJA,30,SUPLENTE
15234,RAIMUNDA EUZIENE RIBEIRO FERREIRA,146,SUPLENTE
15015,RAIMUNDA ESPERANCA MARINHO BATISTA,22,SUPLENTE
19555,RAIMUNDA DOS SANTOS FARIAS DE MELO,10,NÃO ELEITO
11540,RAIMUNDA DOS SANTOS DA SILVA,68,SUPLENTE
15104,RAIMUNDA DO SOCORRO MENDES DUTRA,760,ELEITO POR MÉDIA
77131,RAIMUNDA DO SOCORRO DA FRANCA SILVA,10,SUPLENTE
13123,RAIMUNDA DO SOCORRO DA COSTA BARRETO,71,NÃO ELEITO
27333,RAIMUNDA DO ESPIRITO SANTO BRITO,18,NÃO ELEITO
11900,RAIMUNDA DINIZ DOS SANTOS,3,NÃO ELEITO
43111,RAIMUNDA DILMA DA SILVA,39,SUPLENTE
12569,RAIMUNDA DIAS DOS SANTOS BARROS,14,NÃO ELEITO
20444,RAIMUNDA DE FATIMA DA SILVA,71,SUPLENTE
40777,RAIMUNDA DE ARAÚJO SILVA,60,SUPLENTE
36234,RAIMUNDA CLEIDE DOS SANTOS ATAIDE,8,NÃO ELEITO
15222,RAIMUNDA CLEA SOARES NOLETO,6,SUPLENTE
45145,RAIMUNDA CASTRO GRANDE,318,SUPLENTE
20777,RAIMUNDA BRITO DE SOUZA,14,NÃO ELEITO
12490,RAIMUNDA ALVES FEITOSA,56,NÃO ELEITO
19129,RAIMUNDA ALICE FERREIRA DOS SANTOS,21,SUPLENTE
14777,RAIMUNDA ALDENIRA NONATO RICOPA,64,SUPLENTE
22333,RAIMON PANTOJA SANTANA,183,SUPLENTE
15777,RAIMISON ANTONIO DE ABREU SANTOS,1087,SUPLENTE
10450,RAIMILTON DOS SANTOS PONTES,27,SUPLENTE
25000,RAILTON DOS SANTOS REIS,341,SUPLENTE
20700,RAILTON DA SILVA,266,ELEITO POR MÉDIA
17890,RAILSON SOUZA MARINHO,5,NÃO ELEITO
51123,RAILSON FERREIRA DA SILVA,116,SUPLENTE
19025,RAILSON DA SILVA CARDOSO,105,SUPLENTE
40345,RAILON SOUSA PEREIRA,17,NÃO ELEITO
51222,RAILMA GOMES DE OLIVEIRA,12,NÃO ELEITO
55700,RAILENA DA SILVA PINHEIRO,24,SUPLENTE
55444,RAILEIDSON DA CUNHA ALVES,151,SUPLENTE
12001,RAICARLOS COELHO DURANS,8,NÃO ELEITO
14789,RAIANE SOUZA FELIX,524,ELEITO POR QP
43253,RAIANE DA SILVA E SILVA,36,SUPLENTE
13144,RAIANE DA SILVA CARVALHO LÚCIO,181,SUPLENTE
15333,RAIANE AGUIAR LACERDA,42,SUPLENTE
15555,RAIANA DA SILVA PEREIRA,145,SUPLENTE
10123,RAIAN VIEIRA MOURA,478,ELEITO POR QP
15333,RAIAMON HUGO FERREIRA DA SILVA,274,SUPLENTE
90222,RAFALEM BENTES DAS CHAGAS,311,NÃO ELEITO
12322,RAFAELLA SOARES SANTOS,43,SUPLENTE
22234,RAFAELLA DE PAULA CARVALHO FARIAS,3,SUPLENTE
20456,RAFAELE FONSECA DOS SANTOS SOUZA,183,SUPLENTE
15609,RAFAELA LIMA DE SOUZA,291,SUPLENTE
13321,RAFAELA FERREIRA DE ARAUJO,19,NÃO ELEITO
13106,RAFAELA CARDOSO COSTA,72,SUPLENTE
23000,RAFAELA BATISTA BARROSO,15,NÃO ELEITO
12012,RAFAELA ARAUJO DA SILVA,122,SUPLENTE
27006,RAFAEL WEND DE SENA CASTRO,2,NÃO ELEITO
22369,RAFAEL TAVARES DA COSTA,504,SUPLENTE
55555,RAFAEL SOUZA GÓES,306,ELEITO POR MÉDIA
43555,RAFAEL SILVA NOGUEIRA,182,SUPLENTE
20201,RAFAEL SILVA DE OLIVEIRA,16,NÃO ELEITO
55515,RAFAEL SILVA BIZARRIAS,255,SUPLENTE
20333,RAFAEL SALES SANTOS,76,SUPLENTE
36145,RAFAEL ROEPKE,13,NÃO ELEITO
25555,RAFAEL RIBEIRO MOURA,253,SUPLENTE
15111,RAFAEL RAMOS COSTA,949,ELEITO POR QP
14233,RAFAEL PEREIRA CORDEIRO,413,SUPLENTE
15333,RAFAEL PEREIRA CAMPELO,12,SUPLENTE
23007,RAFAEL NERY SOUSA DA SILVA,248,SUPLENTE
45452,RAFAEL MASCARENHAS DA SILVA,44,SUPLENTE
12777,RAFAEL MARQUES BATISTA,141,SUPLENTE
27123,RAFAEL MAIA CARVALHO DA COSTA,16,NÃO ELEITO
45580,RAFAEL LUIZ MILEO VIANA,555,ELEITO POR MÉDIA
55455,RAFAEL LEITE DO PRADO,73,SUPLENTE
15444,RAFAEL GOMES RAMOS,34,SUPLENTE
77777,RAFAEL FRANCELINO BARBOSA DA COSTA,25,NÃO ELEITO
28028,RAFAEL FERREIRA ROCHA,0,NÃO ELEITO
19007,RAFAEL FERREIRA DE SOUSA,31,NÃO ELEITO
45155,RAFAEL EVANGELISTA GALVÃO,777,ELEITO POR QP
20123,RAFAEL DOS SANTOS YAMAMOTO,44,NÃO ELEITO
45147,RAFAEL DOS SANTOS COÊLHO,41,SUPLENTE
70131,RAFAEL DOS ANJOS LIMA,4,NÃO ELEITO
12456,RAFAEL DOS ANJOS DE ALMEIDA,82,SUPLENTE
55111,RAFAEL DE OLIVEIRA COSTA JUNIOR,38,SUPLENTE
10456,RAFAEL DA SILVA PEREIRA,258,ELEITO POR MÉDIA
11400,RAFAEL DA SILVA MAGALHAES,22,SUPLENTE
19000,RAFAEL COMIN DA SILVA,1307,ELEITO POR QP
50555,RAFAEL ASSIS DA SILVA,534,NÃO ELEITO
22222,RAFAEL AMARAL MAZO,7,NÃO ELEITO
14555,RAELE LEÃO SALES,4,SUPLENTE
43143,QUESIA CARDOSO,38,SUPLENTE
25000,QUEIZE DE LOURDES PANTOJA,62,NÃO ELEITO
22321,QUEIZA PEREIRA BRITO,20,SUPLENTE
14000,QUEILIANE FEITOSA BATISTA MARQUES,9,NÃO ELEITO
55020,PÂMELA SUELEN BASTOS RIBEIRO,3,SUPLENTE
28777,PYLBER RICK GUIMARÃES DA COSTA,53,NÃO ELEITO
12111,PRYSCYLLA TAYNY SOARES,6,NÃO ELEITO
43185,PROTASIO DE MATTOS,47,NÃO ELEITO
70045,PROF  ISABEL BARROS,52,NÃO ELEITO
40040,PRISCILLA SILVA BRITO,36,SUPLENTE
30100,PRISCILLA DOS SANTOS CORDEIRO,61,NÃO ELEITO
22003,PRISCILA VAREJÃO FUZIEL,12,SUPLENTE
43637,PRISCILA MACIEL DIAS,49,NÃO ELEITO
45999,PRISCILA MACHADO,13,NÃO ELEITO
20222,PRISCILA DE OLIVEIRA SANTA MARIA CARDOSO,403,ELEITO POR QP
40333,PRISCILA DE OLIVEIRA FERREIRA,36,SUPLENTE
25015,PRISCILA DE NAZARÉ ESQUERDO LIMA,47,SUPLENTE
51500,PRISCILA CRISTINA FERREIRA DE ABREU,98,NÃO ELEITO
45200,PRISCILA CRISTINA DA COSTA TEIXIERA,10,SUPLENTE
13100,PRISCILA CASTRO TEIXEIRA,235,SUPLENTE
11032,PRISCILA BRAGA CORREA,0,SUPLENTE
22112,PRISCILA ALBUQUERQUE BARROS,8,SUPLENTE
25450,POLYANA MODESTO DE CARVALHO,12,SUPLENTE
40777,POLIANE BERNARDES DE SOUZA,15,SUPLENTE
45222,POLIANA TAMIRES DOS SANTOS BARBOSA,57,NÃO ELEITO
23222,POLIANA LIMA MACHADO,47,NÃO ELEITO
15500,POLIANA EVELIN VIEIRA DA SILVA,177,SUPLENTE
43122,POLIANA DA SILVA,47,SUPLENTE
15222,POLIANA COSTA DE SOUZA,319,ELEITO POR QP
55033,POLIANA BORGES BRINGEL,66,SUPLENTE
10321,POLIANA BATISTA DA SILVA,12,SUPLENTE
15444,POLIANA BARROS JATOBÁ DE JESUS,145,SUPLENTE
22756,POCIANA ARAUJO DE LIMA,31,SUPLENTE
11000,PLINIO JOSE FERNANDES,25,NÃO ELEITO
20333,PLACILDO FERREIRA DE BRITO,123,SUPLENTE
55666,PI OTI KAYAPO,0,NÃO ELEITO
65123,PHELIPE ANTONIO LIMA FARIAS,78,SUPLENTE
13100,PHABLO THIAGO DA SILVA TOLENTINO,404,NÃO ELEITO
51777,PETERSON CAMÕES CORREA,253,NÃO ELEITO
77770,PERPÉTUA SANTANA DA SILVA NOGUEIRA SANTOS,57,SUPLENTE
40012,PERLLA FARIAS DOS SANTOS,41,SUPLENTE
20123,PERLA QUEIROZ DE LIMA,587,SUPLENTE
55220,PERLA CRISTINA COUTO DA ROCHA,156,SUPLENTE
55789,PERIVALDO MOREIRA FERREIRA,29,SUPLENTE
51511,PERISON DO NASCIMENTO FEITOSA,20,NÃO ELEITO
40456,PERCILIANO DOS ANJOS PESSOA NETO,234,SUPLENTE
40211,PERCILIA RODRIGUES DA SILVA,9,SUPLENTE
23456,PENICIO JESUS CARLOS,263,NÃO ELEITO
19333,PEDRO VITOR MORAES REIS,0,NÃO ELEITO
45111,PEDRO VIEIRA DE LIRA,15,NÃO ELEITO
43444,PEDRO VICTOR ARAÚJO DOS SANTOS,117,SUPLENTE
